OBJECTID,LANDUSECODE,LANDUSEDESC,LASTUPDATE,LASTEDITOR,DENSITY,FAR,HISTORY,ACRES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,UNITCOUNT
2903,CF,Community Facilities,,, , , ,9.96907591,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{EC49EA95-FB74-4615-BEE4-F8587AED0807},2121.1
2904,CF,Community Facilities,,, , , ,6.51112861,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{7363C20B-EFAD-451F-B850-57A89CB23A6E},6494
2905,CF,Community Facilities,,, , , ,7.51687547,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{E8D91197-2343-408B-B663-458CAC961CEA},4584.6
2906,CF,Community Facilities,,,0-8, , ,9.30698561,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{9A28713A-F3CB-41FC-ADC8-DB5C80E33BDD},7467.8
2907,OS,Open Space,,,9-16, , ,6.5070166,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{E5B58872-4463-4668-9864-F784F832BFED},3739
2908,OS,Open Space,,, , , ,6.88841644,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{26D3A2FF-9046-4FFB-9915-1F29E5CBB936},0
2909,OS,Open Space,,,0-8, , ,1.53714852,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{677731BA-F4E4-40F5-942B-FA7F95E9FF75},3135
2910,OS,Open Space,,,, , ,0.33636721,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{C9A40EB3-E96E-45EF-AFB7-0B39804192A9},3739
2911,OS,Open Space,,,,,,0.31086538,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{F6FA3ABF-98FA-4AD4-9625-6F77E1CBA5AA},
2912,OS,Open Space,,,,,,0.06004446,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{1F436998-F2E4-4F82-B190-92D6DDC36CCE},
2913,OS,Open Space,,,,,,0.22155357,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{CCA30A0B-DC1F-475D-83C0-37E28AFB4743},
2914,OS,Open Space,,,,,,0.21392046,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{89C39AB2-1857-4BFA-9F46-83051D7D76DD},
2915,OS,Open Space,,,,,,0.3033127,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{865F6B51-3166-4420-B60C-6DE8249A97A1},
2916,OS,Open Space,,,,,,0.15414008,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{309FDFCA-3077-47FE-87FB-191A864C7C7A},
2917,OS,Open Space,,,,,,0.07583644,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{3195F787-AF10-4DD9-AAC0-A6DCF96339C2},
2918,OS,Open Space,,,,,,0.07089559,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{C25D5077-A634-458D-B0F3-ECDBB60D1A37},
2919,OS,Open Space,,,,,,0.02576096,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{63772F12-8600-480E-9164-4D48A8C8B3EC},
2920,OS,Open Space,,, , , ,0.67527937,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{05828552-7EA5-4EBF-A92D-4E2ED3CEBC13},5783.4
2921,OS,Open Space,,,,,,0.02755383,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{ACA9AB14-BDBB-4D72-9E70-CF0BEFC7E590},
2922,OS,Open Space,,,,,,0.34174635,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{56057855-4839-4FF9-803A-9267CEA70947},
3021,HDR,High-Density Residential,,,0-16, ,MDR,13.20216172,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{36C9E2EC-983F-48A1-BECD-7E4D40D74ACA},1853.9
3022,LDC,Low-Density Commercial,,, , ,,17.71962103,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{9C6A13D2-453D-48D2-A7BB-F8611BEB54AC},0
3024,OS,Open Space,,, , ,LDC,0.45686663,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{1E204474-90AB-4D71-8A6D-8FB32F748EC7},0
3025,MDR,Medium-Density Residential,,,0-16, , ,0.649874,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0E56B627-DB3D-444F-BE93-548342BEDB91},153.3
3026,MDR,Medium-Density Residential,,, , ,OS,13.6175192,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{CAF27746-0374-4301-A963-62AE37798CF9},0
3027,MU,Mixed-Use,,, , , ,74.77327124,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{C5BBF90F-8307-4AF2-87F9-75BC3942A7B7},0
3028,MU,Mixed-Use,,, , , ,4.54456402,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{FB12B8B1-B80F-4D49-BB73-DAA2A57CDE21},0
3029,I,Industrial,,, , , ,16.34934859,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{5B4B4A74-2E47-4441-9841-1859A428B8FD},0
3030,LDC,Low-Density Commercial,,, , , ,25.60987686,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{21C20DB9-ECD2-4AA6-89E0-2E380F8FA91A},0
3031,LDR,Low-Density Residential,,,0-8, , ,87.46018738,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{10B5A6D1-670B-4D82-8B9B-777AB29AB3E4},759
3032,LDC,Low-Density Commercial,,, , , ,1.19361781,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{5CB294C9-AC12-454D-BA2B-FB71CBD176C4},0
3033,MU,Mixed-Use,,, , , ,0.34657164,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{BDF28CD6-026C-478B-90EC-EBE17F0FBB1C},0
3034,LDC,Low-Density Commercial,,, , , ,0.84441057,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{BF4DF46D-F326-412E-B889-AA42940F0FF6},0
3035,MDR,Medium-Density Residential,,, , , ,5.59220748,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{BC1B8D5A-F861-42F3-9EE2-918591154140},
3036,OS,Open Space,,,,,,4.95545343,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{5D9B7CD1-9676-4783-B966-A00BC6841F36},
3037,OS,Open Space,,,,,,0.76932409,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{5613057B-4423-4D7B-997B-251D9620317C},
3038,OS,Open Space,,,,,,0.24152555,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{2B3A0C5D-FBDE-43DA-AF24-8763CE67708B},
3039,OS,Open Space,,,,,,0.13066503,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{92E84EC5-4CD5-4BB9-81A6-8B1E2E226FCB},
3040,OS,Open Space,,,,,,0.75340913,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{F65F8A12-7999-4EB8-80D8-37CD99209F8C},
3041,OS,Open Space,,,,,,0.01827235,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{76781281-A380-4345-8648-1F61BF74841C},
3042,OS,Open Space,,,,,,0.01667273,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{1A668C6A-6B4C-4A70-A1AB-79078E42BC18},
3043,OS,Open Space,,,, , ,2.26581614,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{607DEADC-D44E-4D93-A93D-1DB91DFADF1F},2074.1
3044,OS,Open Space,,,,,,0.2881888,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{3A5725A2-AE0E-4A44-8A3D-BFBC444ED1DE},
3045,OS,Open Space,,,, , ,0.61958134,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{49E1F93C-41DA-4443-AE84-D2B0784749C2},344.6
3046,OS,Open Space,,,,,,0.13354209,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{947D60D9-8ED0-4B69-AC28-BE141DE7D1A8},
3047,OS,Open Space,,,,,,0.47502464,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{FDE09BE3-3B9F-43FD-AD6B-7005C2587E2E},
3048,OS,Open Space,,,0-8, , ,0.52669935,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{489D2DBE-E172-4C3E-BB08-666E8F27C48C},6358.6
3049,OS,Open Space,,, , , ,0.30072179,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{A345C87F-EBE1-46ED-8700-7C3BD96C997C},8930.5
3050,LDC,Low-Density Commercial,,,,,MDR,0.18526476,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{A2524DFB-0349-43A9-A252-1D05CAF6091D},
3051,OS,Open Space,,, , ,HDR,4.25349728,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{FCBE04E4-2976-49C0-A1BC-F4A571D52EE3},1229.3
3052,OS,Open Space,,, , ,SFR,6.04183194,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{2F265646-8424-44D5-890D-FBE22A8A88AB},258
3053,OS,Open Space,,,,,SFR,0.03940663,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{30F20205-AD19-428C-8CE7-5688DD3373C0},
3054,OS,Open Space,,,, ,LDR,5.38218892,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{7FFF2853-5397-49B0-AB05-6C666240AF9B},3461.9
3055,OS,Open Space,,,, ,LDR/SFR,11.69028661,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{A9C45059-D481-4ED9-B3A5-3BC7D6F63E4C},4668.3
3056,OS,Open Space,,, , ,SFR,0.84717833,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{1CD25723-40B5-45E8-9A6A-060561168522},8930.5
3057,OS,Open Space,,,,,SFR,0.04160834,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{8B633458-52F8-4B5D-BBE5-AF5A579AD161},
3058,OS,Open Space,,, , ,SFR,0.42976148,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{30292883-3EA9-473C-9310-953C9C710C59},5783.4
3059,OS,Open Space,,, , ,SFR,0.27049837,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{15F3062D-61A5-45D9-865E-16F6DFD15E8C},143.9
3060,OS,Open Space,,, , ,SFR,17.10991243,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{434EC77F-F0AA-41C4-A382-E09587FC2791},4584.6
3061,MDR,Medium-Density Residential,,,0-16, , ,2.17808557,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{0FFBAD7E-53A9-471B-AE04-FE4CF6BD7284},1260.5
3062,OS,Open Space,,,0-16, ,MDR,11.54454863,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{7A587658-90EF-4C3D-9658-AD8B627AA0C7},1260.5
3063,OS,Open Space,,,,,MU,0.04568379,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{53F8D16D-B897-4977-9D86-DD57F0F83D3C},
3064,OS,Open Space,,,,,SFR,0.24427416,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{8635A9B9-1EA0-43EC-91C2-50BC83A34CD6},
3065,OS,Open Space,,,,,SFR,0.10194322,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{B0088FFA-3097-4B30-856D-FB1B4AD1C91F},
3066,OS,Open Space,,,,,SFR,0.09534149,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{8B3913A4-246D-43AC-B6AB-5D2E5599F963},
3067,OS,Open Space,,,,,SFR,0.07146947,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{3F287580-735A-4C63-9AAE-AE0C048B1344},
3068,OS,Open Space,,, , ,SFR,3.09396066,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{41D0148C-D63C-4636-BCC5-6B5212525495},143.9
3069,OS,Open Space,,,, , ,0.82726506,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{40A610D6-476F-4AAA-A593-582B2C6DA240},3739
3070,OS,Open Space,,, , , ,0.72274322,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{7B78F528-54BE-4429-BD0F-DEE2568208B8},0
3071,MDR,Medium-Density Residential,,, , , ,0.01752978,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{621609DD-925A-45C5-9142-EDD66E5AD6FA},24615.8
3072,OS,Open Space,,,,,SFR,0.02952431,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{C958B940-9085-4462-BCB5-B4090FEA978D},
3073,OS,Open Space,,,,,SFR,54.71246566,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{6257D1AA-32B4-4B31-B79D-A0399269AA27},
3074,OS,Open Space,,,,,SFR,62.69843668,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{4566C17A-83B9-4467-9B84-F147D605FF83},
3075,OS,Open Space,,,,,,2.30154049,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{547F8040-236C-40D0-8CB2-61158EA44006},
3076,OS,Open Space,,,,,,0.10534975,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{B7CDEBCA-6782-4D5C-8C30-FADEBD6BD397},
3077,OS,Open Space,,,,,,0.28052189,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{5F84CCD7-82D0-4814-A958-82DAFE3573E8},
3078,SFR,Single-Family Residential,,, , , ,1.28915637,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{3F1F9999-E8FE-45B7-8C73-280EA9494917},137
3079,OS,Open Space,,, , ,SFR,10.32671048,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{7A536253-730E-4BAE-944C-E0E8417A4458},137
3080,OS,Open Space,,,,,SFR,0.93710159,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{664AD644-F6BC-4C76-9913-7EA06F1E8C75},
3081,OS,Open Space,,,,,LDR,0.1138901,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{550B7527-55A4-472D-A657-49C7C4A58436},
3082,OS,Open Space,,, , ,LDR,0.10766828,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{15E7053E-7737-43F4-BF78-A0EEFFDC9444},1027
3083,OS,Open Space,,, , ,SFR,0.76109017,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{2DDC7ABD-5F5D-47EE-8ABC-891DF65A2F96},6494
3084,OS,Open Space,,,,,SFR,0.12060482,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{921CE096-4B9A-4C36-950F-8626588961DB},
3085,OS,Open Space,,,,,SFR,0.15493414,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{6D3D2BB4-95E5-401A-A852-CF5F120BA196},
3234,OS,Open Space,,,,,LDR/SFR,0.82624883,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{BE996D11-9D91-4F5E-A35A-0AE82399D872},
3235,OS,Open Space,,,,,LDC,0.10619911,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{5F0F2AF2-4CA9-4926-A227-DD4D2539D8E6},
3236,OS,Open Space,,,,,SFR,0.13371199,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{2C75D3A2-0E8D-4F65-A65B-01FCAA29F2FC},
3237,OS,Open Space,,,,,SFR,1.33230168,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{31C2C667-9CBD-4195-BAAA-B19C745D5740},
3238,OS,Open Space,,,,,SFR,0.1089718,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{C70FE243-33B4-4239-B1CD-B247F21E4765},
3239,OS,Open Space,,,,,LDR,0.22412216,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{56BD857B-8DB0-4B04-B75C-5BA84E13A1ED},
3240,MDR,Medium-Density Residential,,,0-16, , ,28.73297964,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{D77AA659-D6A8-46E1-BDC7-9B4217CED71D},467
3241,OS,Open Space,,,,,SFR,2.69946526,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{6A64ADD6-D89B-4D4C-AD05-5ED4B20C1D20},
3242,OS,Open Space,,,,,HDC,0.52376504,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{7B3E41D1-8418-46FB-AAEE-4020A3B79B15},
3243,SFR,Single-Family Residential,,, , ,SFR,54.17616528,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{0321D27D-E8CD-4655-86D6-E682D6C855FD},24615.8
3245,OS,Open Space,,,,,SFR,2.33788084,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{9CAB171A-D45C-4E39-99E1-38CB8D095EDE},
3246,OS,Open Space,,,,,SFR,0.24727663,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{B1FF6B1C-AB23-473D-AFCC-7E1EA17B971C},
3247,OS,Open Space,,,,,SFR,0.10279465,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{CE76D043-DEC4-408A-A13A-02CA78F75D2F},
3248,LDR,Low-Density Residential,,, , , ,3.9394815,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{76DC7091-106C-4286-9A24-06BF6B10763B},143.9
3249,LDC,Low-Density Commercial,,,,,,0.32103007,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{14A843BE-EF72-45FA-B1C7-0790A3078F36},
3250,LDC,Low-Density Commercial,,, , , ,0.61359963,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{7F4C5E5A-787E-4921-AC35-088B564FB2CD},0
3251,O-I,Office/Institutional,,, , ,SFR,1.90810779,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{8BE288A6-43B7-42C5-B2CF-347EAB79AD11},0
3252,MDMU,Medium-Density Mixed-Use,,,0-16, , ,14.9972809,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{B6FC97B8-D1EA-4394-92B5-D3C2B7F08F44},2074.1
3253,CF,Community Facilities,,, , ,SFR,9.65421216,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{CC87EB51-5845-4385-85DD-BE83F61ADAE3},143.9
3254,MDR,Medium-Density Residential,,,0-16, , ,1.5071091,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{1109EE1A-8F5E-4CD0-9430-D5C4DF2E22E3},1081.3
3255,CF,Community Facilities,,,0-16, ,MDR,20.07895713,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{331A805B-2DF3-4D72-9162-757D0AFC739D},649.1
3256,CF,Community Facilities,,,,,SFR,12.04201,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{03CEDEFC-8C4A-46C0-83C8-D0D719B690E0},
3257,CF,Community Facilities,,,,,SFR,9.85029358,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{BD95625B-ADBA-4DD4-88B4-71B2F3F6605B},
3258,CF,Community Facilities,,,17-29, ,MDR,7.05728351,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{3C856650-D21B-41AD-8F39-F78712B6F4EB},2059.6
3259,CF,Community Facilities,,, , ,SFR,16.42940522,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{8670124E-30B9-4C7D-9989-2D38029EE7BA},5783.4
3260,CF,Community Facilities,,, , ,LDR,37.28995363,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{68B65B13-2273-4EBA-9115-7F719AFC3954},726.2
3261,CF,Community Facilities,,,,,SFR,10.92332779,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{C1817475-0EDC-4AF1-96A3-F02B9C3625A2},
3262,MU,Mixed-Use,,, , ,O-I,59.62472963,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{931EF90A-DDD2-4004-9FD3-CAC420429BE2},0
3263,CF,Community Facilities,,,,,SFR,23.26148113,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{71D58068-8091-4D0F-AC1F-ABE88A72F907},
3264,LDR,Low-Density Residential,,,0-8, , ,24.8975909,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{1761F085-F5A7-4AF4-A9B7-81F82220FE24},6358.6
3265,CF,Community Facilities,,,,,MDR,5.99234291,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{176D8451-ECF9-491E-ADF8-68D0E02EBD35},
3266,CF,Community Facilities,,, , ,SFR,8.88250202,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{C83C5F73-F947-4843-B92C-73B0C0D2723C},4584.6
3267,CF,Community Facilities,,,0-8, ,LDR,8.20867311,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{74F3F710-3EE0-48DE-96F5-64CFD5C138E2},1170.7
3268,CF,Community Facilities,,,,,SFR,16.63236349,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{68C7596B-83F3-4B7B-AC07-882EAFD81062},
3411,LDC,Low-Density Commercial,,, , , ,10.31827999,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{42460712-3C03-4D10-86D2-1BF0938BA62A},0
3412,OS,Open Space,,, , , ,243.42037059,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{0E7F1A5D-3ED9-46D6-AD6D-1F4930620811},0
3413,MU,Mixed-Use,,, , , ,13.76028033,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{FE97F1E1-E68B-41CB-825D-D038F8FFDDAB},0
3414,LDC,Low-Density Commercial,,, , , ,0.63672853,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{F3F30B65-312A-45B4-BA78-1BA2E5A26F7E},99.7
3415,MU,Mixed-Use,,, , , ,67.11013823,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{50B563EF-9F6F-4EE0-83D4-7F277EB3A814},99.7
3416,MU,Mixed-Use,,, , , ,19.74959308,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{EDCD2E1C-3C2F-46B1-8031-E82591CB3CBF},99.7
3417,MU,Mixed-Use,,, , , ,5.23244105,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{0F2CC1D6-8BDE-415C-B063-E74FEDB30F07},99.7
3418,SFR,Single-Family Residential,,, , , ,0.33674354,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{0267D3B6-6DC0-4E74-BB0F-809EAAB7E980},143.9
3419,LDMU,Low-Density Mixed-Use,,, , , ,1.01953871,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{B1C794A3-4FC5-4ABE-81FB-64BFF43CED9F},0
3420,LDMU,Low-Density Mixed-Use,,, , , ,9.69613177,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{48798278-20FD-4C9B-9C2F-C00DF63B72CF},143.9
3421,MDR,Medium-Density Residential,,, , , ,4.98106339,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{52702C8C-333B-4CF1-B038-E6B930A04BF9},143.9
3422,LDMU,Low-Density Mixed-Use,,, , , ,3.14317177,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{A82D186A-9E8E-4352-B4D0-66BCFFCD1262},79.7
3423,SFR,Single-Family Residential,,,9-16, , ,1.78879387,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{52EAF4A5-F5D8-41C7-912D-6A1CE288B7B7},28
3424,MDR,Medium-Density Residential,,,, , ,0.26028178,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{397C9BC2-2399-417E-8134-537FDE7B57D6},458.2
3425,VHDR,Very High-Density Residential,,, , ,I,4.48500162,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{D308EFD1-9924-43A4-BE59-0453CB3C7AE7},0
3426,LDC,Low-Density Commercial,,, , , ,16.33717699,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{99889C8C-FE63-4F63-844B-1D24BB6510F9},143.9
3427,VHDR,Very High-Density Residential,,, , ,LDC,3.38828293,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{5C7458AC-F3CD-4310-B7D0-402F5DCCFD35},0
3428,LDC,Low-Density Commercial,,,, ,LDR,0.31811846,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{E420F6DF-1231-4682-953A-F90548DC44EC},7467.8
3429,VHDR,Very High-Density Residential,,, , ,I & LDC,3.96090434,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{2696F307-3737-4AD4-9E3F-EB5A804967C4},0
3430,LDC,Low-Density Commercial,,, , ,LDC,2.01536247,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{ACB837A2-B2BB-45F8-B3B5-01F6F6D17F14},0
