OBJECTID,LANDUSECODE,LANDUSEDESC,LASTUPDATE,LASTEDITOR,DENSITY,FAR,HISTORY,ACRES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,UNITCOUNT
2828,HDR,High-Density Residential,2018-02-12T16:21:31.000Z,GIS, , ,I,3.56799193,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{BB4B790B-F46C-43C2-B4CB-B225F82FDBFF},0
2829,MDR,Medium-Density Residential,,,0-16, , ,0.57515806,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{ED4A6709-54ED-49F0-9AB1-C9E269973338},826.2
2830,HDR,High-Density Residential,,,0-16, , ,21.30011169,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{758DF479-2ECB-4DCD-B37A-478DD17D009F},826.2
2831,MDR,Medium-Density Residential,,,0-16, , ,3.47790408,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{EF8912DF-73EB-43C5-9BEC-A365EE105734},826.2
2832,MU,Mixed-Use,,, , , ,11.52378643,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{DC88D955-31FD-482D-B5C7-8E601FADBA96},0
2833,MDR,Medium-Density Residential,,, , , ,9.10560685,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{BB2F68BF-4DAF-4DD1-9B44-A68F3951AA0C},5783.4
2834,LDC,Low-Density Commercial,,, , , ,24.67259155,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{D01D3254-FC5B-4187-A993-23890A8506D0},0
2835,OS,Open Space,,,,,,3.12496116,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{4D67DBAA-C6AB-4460-B42C-5E62ED184A8F},
2836,OS,Open Space,,, , , ,5.86560859,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E4EAF3A3-1BAC-4213-B093-9966D0BAA8B9},0
2837,MDR,Medium-Density Residential,,, , , ,5.41932172,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{7281EA12-BC75-4C12-AADD-7BD6E30F438E},0
2838,MDR,Medium-Density Residential,,, , , ,2.46974321,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{CA296E8C-C27F-413B-B29C-2412D94797F3},0
2839,MDR,Medium-Density Residential,,, , , ,1.72583579,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{4DB908E8-887E-458E-9FF3-EE959FB5B294},0
2840,MDR,Medium-Density Residential,,, , , ,1.00432565,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{4DE9ECE6-B955-4F31-90F0-056101201A85},0
2841,OIR,Office/Institutional/Residential,,, , , ,2.49867117,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{E7DCCD47-8476-4E03-9123-A06339577E61},0
2842,MU,Mixed-Use,,,0-8, , ,1.90361733,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{868EDF8C-DFEC-42EB-8943-64653FB47A4B},7467.8
2843,LDC,Low-Density Commercial,,, , , ,0.42193179,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{FF2F33C0-40BA-4B1F-8844-F69BB7B18BC0},0
2844,MDR,Medium-Density Residential,,,0-16, , ,55.95457281,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{52D2A049-4DF7-425C-9785-63E30D2CA601},1260.5
2845,SFR,Single-Family Residential,,, , , ,2202.96225856,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{C9023326-BFF8-4B0F-9190-88FD24A88805},4584.6
2846,LDC,Low-Density Commercial,,, , , ,21.6968708,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{6A04C666-E89D-4EC1-A5CE-5A8801230C6F},0
2847,OS,Open Space,,, , , ,0.08993989,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:16.000Z,{9F656622-F562-49B5-BD50-303D92C30085},0
2848,LDR,Low-Density Residential,,,9-16, , ,0.02985687,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{5B433EBC-03F6-4F2A-B0C9-48A8CD4B493F},474.4
2849,LDC,Low-Density Commercial,,, , , ,0.03762269,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0DF22941-2E16-46BE-9E77-A39A2FDEEB45},0
2850,OS,Open Space,,, , , ,0.77328469,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{9F6D1F00-A1AF-4A4A-AE33-C9302373EB68},0
2851,SFR,Single-Family Residential,,, , , ,0.4403684,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{F64DE114-8EA7-4AE0-94F0-B30ED55BC16D},198.5
2852,SFR,Single-Family Residential,,, , , ,0.05621719,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D0B4D326-67B8-4C7F-8FED-AE2961A5EEA6},3226.7
2853,MU,Mixed-Use,,, , , ,0.00113086,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{05E8F77D-D63E-4B46-9D0A-2A24198B2AA4},0
2854,LDR,Low-Density Residential,,,0-8, , ,0.00924885,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{06C5C1F0-408B-4A16-8804-1733A023D485},1170.7
2855,LDR,Low-Density Residential,,,0-8, , ,0.01697115,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{24998B2C-DBE2-46E7-B246-1CEA2E3B65F5},1170.7
2856,LDR,Low-Density Residential,,,0-8, , ,0.01061812,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{C9E39D8F-CB4A-41F3-8481-88EC63CE8791},1170.7
2857,I,Industrial,,, , , ,0.0257128,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{B41C8F3E-EB03-4736-95D9-1F36EF67A98F},0
2858,LDR,Low-Density Residential,,,0-8, , ,0.00529337,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{BE8A8BD2-EA91-4CC8-9D31-6C23AB768FFB},2540.8
2859,MU,Mixed-Use,,, , , ,0.00538357,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{DD0239A3-5698-40AA-9CEA-EC8E3B194954},0
2860,MDR,Medium-Density Residential,,,0-16, , ,5.38284572,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{FDA5C805-CCB5-4B8D-BDEF-AC3E54AD0FE2},86.2
2861,MDR,Medium-Density Residential,,,0-16, , ,0.00930445,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{12D2556A-00EA-458C-B922-8FC13EC78257},1513.3
2862,OS,Open Space,,, , , ,0.03115968,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{E1C4D40C-BAF4-48F6-954B-F3BADC2AF00E},0
2863,HDR,High-Density Residential,,, , ,LDC,7.77071899,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{8FC7394D-7522-42DE-90E9-9E73D013C825},0
2864,HDR,High-Density Residential,,, , , ,16.68750145,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{FB4F14A5-0D54-4C6A-AECF-F4DF913AE015},0
2865,LDR,Low-Density Residential,,,0-8, , ,10.76452969,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{BBD61EC5-229B-4EDF-8529-EAFECB7EEF97},3385
2866,MDR,Medium-Density Residential,,, , , ,21.88705124,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{F6D26574-5814-4D89-A67D-85B06AF72BB7},0
2703,MDR,Medium-Density Residential,,, , , ,3.85834769,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{3E7E5E94-9E2A-4140-BFF1-86673EE61FAA},717.8
2704,MDR,Medium-Density Residential,,, , , ,1.56599615,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{D95A959E-9E83-40F3-8902-7789A252AAAE},717.8
2705,SFR,Single-Family Residential,,, , , ,0.90746723,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{D2FDE60E-1F88-49FA-BC45-2A31FE0B2273},388.4
2706,LDC,Low-Density Commercial,,, , , ,0.42905586,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{0826F3B0-3FAF-4E89-AB76-B305BEFADF78},388.4
2707,MDR,Medium-Density Residential,,,0-8, , ,6.58354559,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{C50CE0A9-A3FB-48B3-8D43-E70F726673B1},7467.8
2708,MDR,Medium-Density Residential,,,17-29, , ,6.34872044,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{5E40CF89-6441-4E99-AE65-24A4829918CD},976.1
2709,MDR,Medium-Density Residential,,, , , ,0.77238174,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{D2BEA038-372D-4422-AB00-B99658AD2D32},0
2710,OS,Open Space,,, , , ,0.11532406,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{259579FE-B393-490E-B528-161FA1FAFA13},0
2711,MDR,Medium-Density Residential,,, , , ,1.62847655,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{090EBAF7-5F71-4DC0-AFAC-3756353F44CF},0
2713,HDR,High-Density Residential,,,0-8, , ,3.86009428,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{07C6A66D-9B5D-403B-B7AD-A9776D604951},6358.6
2714,MDR,Medium-Density Residential,,,17-29, , ,2.96856544,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{2C5C42B1-3631-47AD-9431-2962083947D3},294.4
2715,OS,Open Space,,,17-29, , ,0.89230876,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{8107F276-FC3D-4F21-A4C2-6A6B91779B07},294.4
2716,LDC,Low-Density Commercial,,, , , ,0.28567761,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{4BB82F3B-70F2-4F6A-AB41-FCA5241C317B},0
2717,OS,Open Space,,, , , ,8.25450552,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{F8D8B3B6-9771-44D9-8554-719C4D6FB308},0
2718,MDR,Medium-Density Residential,,,0-16, , ,9.85083494,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{420F6570-302C-4B35-AAD3-C6990B007242},240.2
2719,MU,Mixed-Use,,, , , ,14.73399973,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{50C5FF1C-25A6-4C84-9AA5-6AEE2413E48F},0
2720,LDC,Low-Density Commercial,,, , ,LDC,15.92123946,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{B49FDBA6-8B6C-4717-BC98-05B7462F21DF},0
2721,SFR,Single-Family Residential,,, , , ,852.67738175,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{73D8D446-75DF-4074-B4A9-ED08CB62DABA},44.2
2722,SFR,Single-Family Residential,,, , , ,308.85170522,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{436D2BE9-E506-4D89-A2E4-741EF1EDABCC},617.7
2723,LDC,Low-Density Commercial,,, , , ,6.44738394,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{F9D98DC7-FC2D-4FA4-AAC5-FDF4E5BDA6AE},0
2724,LDR,Low-Density Residential,,,0-8, , ,174.23309461,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{6750BB21-7D2D-49E4-ABCB-343CA3375E09},2540.8
2725,LDC,Low-Density Commercial,,, , , ,282.94080783,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{56AEAE09-534E-407B-B5CF-30ACE38540DC},0
2726,MU,Mixed-Use,,, , , ,13.76594209,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{EF146E4D-FDAC-4872-956D-EFAEF47481F4},0
2727,OS,Open Space,,, , , ,0.84076359,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{E49389E0-DA23-4D07-83D8-1D3289E948EE},0
2728,LDR,Low-Density Residential,,, , , ,60.56048738,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{F462FCF7-75C3-4A91-9D0A-0B09DB9FC654},545.5
2729,OS,Open Space,,, , , ,18.22588107,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{E0AA04BF-4FA0-4F4B-AB17-452B5A2770C2},119.3
2730,OS,Open Space,,, , , ,35.60100831,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{C3687777-7BB1-41ED-A8FD-4316AAB30A21},0
2731,OS,Open Space,,, , , ,1.471761,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{81B45119-8FDF-4E27-81DE-87E6E367C97D},0
2732,OS,Open Space,,, , , ,2.51822416,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{E6D1BEA2-1BD4-48D1-8289-89ECA4D77A50},0
2733,OS,Open Space,,, , , ,12.00321961,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{8EC88B43-9599-4A1D-A445-8F77682F0D1D},0
2734,OS,Open Space,,, , , ,706.0472672,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:19.000Z,{10C96C3E-20AF-4B1B-AA36-53570AFAE69C},0
2122,HDR,High-Density Residential,,, , , ,7.05132742,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T19:43:00.000Z,{CF7919B3-B4AA-4F89-80E5-C80F1D37B462},75.1
2255,LDR,Low-Density Residential,,,0-8, , ,136.21767693,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T20:15:41.000Z,{64AF4122-F8CE-457D-8E90-3864CDD57D7E},1170.7
2254,LDC,Low-Density Commercial,,, , , ,19.45923558,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T20:16:35.000Z,{D316BA56-B07F-4B64-ABF8-DB8F30344C7B},0
2387,O-I,Office/Institutional,2019-11-22T00:00:00.000Z,STH, , ,LDC,5.7807949,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-22T17:03:26.000Z,{E899EC36-EDFD-40E9-8FBA-6AC1AB481530},0
2211,LDR,Low-Density Residential,,,0-8, , ,342.81224416,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-22T17:15:21.000Z,{BDE590FB-4278-42C3-89B1-7D3378960E7A},3135
2043,MDR,Medium-Density Residential,,,, ,LDMU,7.85343178,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-22T21:10:46.000Z,{821515EF-DE75-40D2-B904-F881FD8E05A1},125.4
2678,HDR,High-Density Residential,,, , , ,35.79215947,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-14T15:36:15.000Z,{5B297D70-112B-40D9-A6DA-A049CF0DE5DD},0
2205,SFR,Single-Family Residential,,,0-8, , ,226.22230413,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-05T17:29:44.000Z,{0300618C-4095-42FD-93E3-F989991821B7},458.2
2745,HDC,High-Density Commercial,,, , , ,99.16581483,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-03T18:44:29.000Z,{05E9CA16-3766-435D-82C4-5C6A0BC14646},0
2623,HDR,High-Density Residential,,, , , ,20.29390107,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-15T15:52:19.000Z,{5B87AF68-9B69-4884-8FC2-5F5F754401B2},0
2826,LDMU,Low-Density Mixed-Use,,, , , ,6.56416709,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-15T16:04:38.000Z,{42AA6550-0018-4058-9C51-756FBA729E3B},0
2759,VHDR,Very High-Density Residential,,, , , ,26.1516538,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-17T15:07:16.000Z,{BA7CC389-7ED6-4385-B990-AB0E4D7D1861},449.8
2276,LDR,Low-Density Residential,,,0-8, , ,93.68378435,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-17T15:12:57.000Z,{8183CBF5-D99C-49FE-87E3-90B43AF0DD9F},785.1
2464,MDR,Medium-Density Residential,,,0-16, , ,84.47738309,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-17T15:34:28.000Z,{B08E6218-A26A-47BD-BADE-29CFA8C112B8},1337.1
2339,SFR,Single-Family Residential,,, , , ,326.12743116,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T16:15:38.000Z,{882014A7-6D6D-4C6C-8843-B3F80F10AD87},803.3
2163,HDC,High-Density Commercial,,, , ,HDC,4.4773876,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T15:22:04.000Z,{7E81D6A0-771C-40C5-BEBF-C639A17D1B7B},0
1950,I,Industrial,,, , ,I,42.71848898,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T15:23:19.000Z,{8E0C204D-777C-4CAD-9565-958D50756434},0
2365,LDR,Low-Density Residential,2016-12-14T01:39:12.000Z,GIS,, ,LDR,231.44012292,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T16:09:52.000Z,{0F7EF73F-A43C-48D6-BC49-315B796781E2},2019.8
2677,LDMU,Low-Density Mixed-Use,,, , , ,20.61350954,GIS,2018-03-20T00:34:05.000Z,GIS,2018-12-13T16:41:18.000Z,{0698E9D2-5E5E-400E-84D3-14A03BE6CA25},0
2493,MDR,Medium-Density Residential,,,0-16, , ,9.15618081,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-19T15:29:00.000Z,{ED4C98D1-5065-4A42-AEA9-C717A198CF57},174.7
2547,LDC,Low-Density Commercial,,, , , ,18.24525395,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-19T15:33:01.000Z,{374E2F41-570F-4BC5-B853-A231F1AC0305},0
2545,LDR,Low-Density Residential,,,0-8, , ,175.25144483,GIS,2018-03-20T00:34:05.000Z,GIS,2019-11-19T15:43:29.000Z,{94E08018-07FE-46B9-938B-A8EFA2159312},1458.6
2797,SFR,Single-Family Residential,,, , , ,1014.53978943,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-09T13:45:32.000Z,{733D86A4-851F-4147-B4E4-7CB31D9CC76F},2241.3
2491,MDR,Medium-Density Residential,2019-09-09T00:00:00.000Z,STH, , ,I & LDR,8.49351463,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-09T14:00:20.000Z,{45EBBDE0-4D58-484E-8BBA-6BC2E61B3A86},0
2244,LDR,Low-Density Residential,2019-09-04T00:00:00.000Z,STH, , ,SFR,1.51958111,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-17T14:16:10.000Z,{2B238CAE-EF83-4AAB-A767-8ED375146336},33.7
2712,LDR,Low-Density Residential,,,0-8, , ,625.66295894,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-04T16:34:10.000Z,{C37AE461-1AC7-46DC-A75A-C3EFA8EB6B3A},6358.6
2371,SFR,Single-Family Residential,,, , , ,113.01802719,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-04T16:46:08.000Z,{1ECED01A-5369-4C80-B659-48787D30480D},231.2
2317,MDR,Medium-Density Residential,,,0-16, , ,23.21346135,GIS,2018-03-20T00:34:05.000Z,GIS,2019-09-04T18:46:07.000Z,{A36FD246-C5DB-4A62-9EC4-1731E0578D74},371.2
2867,SFR,Single-Family Residential,,, , , ,11939.0118921,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{27052A1C-C915-4353-BB39-399DFE0A649E},24615.8
2868,O-I,Office/Institutional,,, , ,HDC,2.57138991,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{6EF6A527-09D4-413C-BB57-1BB10775F78A},0
2869,O-I,Office/Institutional,,, , ,I,0.96597303,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{7585755B-6DE9-4003-8A8A-0F0A9C20D7FD},0
2870,O-I,Office/Institutional,,,0-16, ,MDR,0.79060804,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{9072B534-2435-4FCF-BA93-C787DCF678D8},1468.6
2871,HDR,High-Density Residential,,, , ,I,5.28689493,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D50AB7B1-5DC6-41E8-849D-323791100950},0
2872,I,Industrial,,, , , ,5.19940716,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{27C65DBA-C32B-4D54-8C93-BBCA66891637},0
2873,MU,Mixed-Use,,, , , ,2.10341623,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{E2A5F60B-53F4-4D38-BED9-F759BA0646DE},0
2874,MU,Mixed-Use,,, , , ,3.19353012,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0C3448B6-B1BF-40ED-8FA3-8B3616231EDB},0
2875,LDC,Low-Density Commercial,,, , , ,3.53621209,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{A2F9045A-481D-4807-AA98-709D10C8528A},0
2876,MDR,Medium-Density Residential,,, , , ,4.03882606,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{8B25E997-18B4-4120-8F9B-BB0792C39604},0
2877,I,Industrial,2017-01-05T19:24:16.000Z,GIS, , ,HDR,4.58893725,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0F106366-CB6A-4922-BC87-B90785D1FDBA},0
2878,MU,Mixed-Use,,,, , ,4.52589635,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0C489910-6E47-4CB1-8F93-DC6F1F1352CF},207.4
2879,I,Industrial,,, , , ,11.11303323,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{82EAD27F-3163-4ED3-9C5E-6896CBBF9AB6},0
2880,I,Industrial,,, , , ,6.23108636,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{BC860FC7-DCEF-4265-BC08-A6C52D68D4AD},0
2881,O-I,Office/Institutional,,, , , ,3.26659671,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{75C86DD0-9010-4C88-9FD1-B95CEF73B35D},0
2882,OS,Open Space,,, , , ,0.40858755,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{90DA58C0-0B08-4F73-BE30-5AF47C4B1F42},0
2883,LDR,Low-Density Residential,,, , ,LDR,0.42585539,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{871B09DC-825E-4737-85F5-CBE74698FF66},30.2
2884,LDC,Low-Density Commercial,,, , , ,7.55752365,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{14C91D35-A155-42CD-9399-1BACDBCDA6D6},0
2885,LDC,Low-Density Commercial,,, , , ,10.95441996,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{0862B209-53F7-433E-9CA5-A9821EB1FEEA},0
2886,LDC,Low-Density Commercial,,, , , ,6.30826332,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{C7A2375F-0F93-409A-A3E0-846B239D2F7F},0
2887,LDC,Low-Density Commercial,,, , , ,0.6850721,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{A49A8081-4821-4C5A-8129-202939801AE6},0
2888,OS,Open Space,,, , , ,22.96327934,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D4F5E291-CD6C-4D39-B52C-22B6BD7B4D76},0
2889,HDC,High-Density Commercial,,, , , ,3.99651826,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{3EAF847F-144F-4F3B-ACC5-291BA55B68B2},0
2890,LDMU,Low-Density Mixed-Use,,,, ,MDR,10.20770043,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{89A39215-9659-41C4-BF61-562D5991E32A},212.8
2891,OS,Open Space,,,,,,1.95558186,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{46D40B74-6E56-4984-83DA-AB7C17D2BAD3},
2892,OS,Open Space,,, , , ,8.97557315,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{4FA543D0-E430-4D82-8451-0F531BB262FB},0
2893,SFR,Single-Family Residential,,,, , ,7.50108663,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{248AFCCF-B495-4951-944A-0E2D57AF14E3},2074.1
2894,OS,Open Space,,, , , ,105.7961709,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{D942B73B-5759-46AD-86D8-99844F32AF69},3226.7
2895,MDR,Medium-Density Residential,,,0-16, ,MDR,7.72751561,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{E34E72AE-55F1-4549-93DD-053CA342B1FE},347.2
2896,OS,Open Space,,, , , ,7.83536107,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{44202B6A-DC69-4489-B533-CC3A2E1A8DB7},0
2897,OS,Open Space,,, , , ,9.56640409,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{DA50E18E-8887-4B4D-B6A1-C895FA256534},8930.5
2898,SFR,Single-Family Residential,,, , , ,649.7825538,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{F93677DE-B127-4325-9F44-FE0499A314F4},6494
2899,LDC,Low-Density Commercial,,, , , ,0.44142064,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{783D899D-8438-4A83-952D-14EA4EA939C2},0
2900,CF,Community Facilities,,,0-8, , ,21.82579153,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{ACA1935D-BFC4-4DFC-B574-4054A8B40F47},2019.8
2901,CF,Community Facilities,,, , , ,3.09397262,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{7C85D7E6-AD72-4F41-9E86-AD5C4B7C5093},8930.5
2902,CF,Community Facilities,,, , , ,2.34208861,GIS,2018-03-20T00:34:05.000Z,GIS,2018-04-17T16:33:17.000Z,{768AF8DA-AD1F-471E-A1DB-B1CE11C96A34},143.9
